pub_id,topic,disseminationdata,sent_time,sub_id,received_time,Num_topics_subscribed,latency,receivedFromBroker
pub,sound,61,23-30-44-713,sub,23-30-44-716,7,3.0,False
pub,weather,icy,23-30-44-713,sub,23-30-44-716,7,3.0,False
pub,altitude,36075,23-30-45-714,sub,23-30-45-715,7,1.0,False
pub,temperature,-37,23-30-45-715,sub,23-30-45-716,7,1.0,False
pub,location,America,23-30-45-715,sub,23-30-45-717,7,2.0,False
pub,pressure,1030,23-30-45-715,sub,23-30-45-717,7,2.0,False
pub,humidity,33.90395131660027,23-30-45-716,sub,23-30-45-718,7,2.0,False
pub,sound,94,23-30-45-716,sub,23-30-45-719,7,3.0,False
pub,weather,sunny,23-30-45-716,sub,23-30-45-720,7,4.0,False
pub,altitude,36707,23-30-46-723,sub,23-30-46-724,7,1.0,False
pub,temperature,42,23-30-46-724,sub,23-30-46-725,7,1.0,False
pub,location,America,23-30-46-724,sub,23-30-46-726,7,2.0,False
pub,pressure,990,23-30-46-724,sub,23-30-46-727,7,3.0,False
pub,humidity,15.224944453134789,23-30-46-725,sub,23-30-46-728,7,3.0,False
pub,sound,78,23-30-46-725,sub,23-30-46-728,7,3.0,False
pub,weather,cloudy,23-30-46-725,sub,23-30-46-729,7,4.0,False
pub,altitude,36385,23-30-47-726,sub,23-30-47-728,7,2.0,False
pub,temperature,-39,23-30-47-727,sub,23-30-47-731,7,4.0,False
pub,location,Asia,23-30-47-727,sub,23-30-47-733,7,6.0,False
pub,pressure,903,23-30-47-728,sub,23-30-47-735,7,7.0,False
pub,humidity,81.43427551341179,23-30-47-729,sub,23-30-47-736,7,7.0,False
pub,sound,61,23-30-47-730,sub,23-30-47-737,7,7.0,False
pub,weather,cloudy,23-30-47-732,sub,23-30-47-737,7,5.0,False
pub,altitude,14471,23-30-48-739,sub,23-30-48-741,7,2.0,False
pub,temperature,56,23-30-48-740,sub,23-30-48-743,7,3.0,False
pub,location,America,23-30-48-741,sub,23-30-48-743,7,2.0,False
pub,pressure,965,23-30-48-741,sub,23-30-48-744,7,3.0,False
pub,humidity,58.97116538373961,23-30-48-741,sub,23-30-48-745,7,4.0,False
pub,sound,43,23-30-48-741,sub,23-30-48-746,7,5.0,False
pub,weather,icy,23-30-48-741,sub,23-30-48-747,7,6.0,False
pub,altitude,9535,23-30-49-742,sub,23-30-49-743,7,1.0,False
pub,temperature,-13,23-30-49-743,sub,23-30-49-744,7,1.0,False
pub,location,America,23-30-49-743,sub,23-30-49-745,7,2.0,False
pub,pressure,1076,23-30-49-743,sub,23-30-49-747,7,4.0,False
pub,humidity,25.081855975589786,23-30-49-744,sub,23-30-49-748,7,4.0,False
pub,sound,77,23-30-49-744,sub,23-30-49-749,7,5.0,False
pub,weather,sunny,23-30-49-744,sub,23-30-49-751,7,7.0,False
pub,altitude,32062,23-30-50-749,sub,23-30-50-750,7,1.0,False
pub,temperature,30,23-30-50-749,sub,23-30-50-751,7,2.0,False
pub,location,Africa,23-30-50-749,sub,23-30-50-752,7,3.0,False
pub,pressure,896,23-30-50-750,sub,23-30-50-753,7,3.0,False
pub,humidity,86.12056768742285,23-30-50-750,sub,23-30-50-755,7,5.0,False
pub,sound,35,23-30-50-750,sub,23-30-50-756,7,6.0,False
pub,weather,cloudy,23-30-50-751,sub,23-30-50-757,7,6.0,False
pub,altitude,14099,23-30-51-755,sub,23-30-51-756,7,1.0,False
pub,temperature,44,23-30-51-756,sub,23-30-51-758,7,2.0,False
pub,location,Asia,23-30-51-756,sub,23-30-51-758,7,2.0,False
pub,pressure,1017,23-30-51-757,sub,23-30-51-759,7,2.0,False
pub,humidity,79.79244289214162,23-30-51-757,sub,23-30-51-760,7,3.0,False
pub,sound,76,23-30-51-757,sub,23-30-51-761,7,4.0,False
pub,weather,foggy,23-30-51-758,sub,23-30-51-761,7,3.0,False
pub,altitude,22565,23-30-52-759,sub,23-30-52-760,7,1.0,False
pub,temperature,25,23-30-52-759,sub,23-30-52-760,7,1.0,False
pub,location,Europe,23-30-52-759,sub,23-30-52-761,7,2.0,False
pub,pressure,1077,23-30-52-759,sub,23-30-52-761,7,2.0,False
pub,humidity,68.8758379572638,23-30-52-760,sub,23-30-52-762,7,2.0,False
pub,sound,38,23-30-52-760,sub,23-30-52-763,7,3.0,False
pub,weather,sunny,23-30-52-760,sub,23-30-52-763,7,3.0,False
pub,altitude,9989,23-30-53-762,sub,23-30-53-763,7,1.0,False
pub,temperature,48,23-30-53-763,sub,23-30-53-764,7,1.0,False
pub,location,Europe,23-30-53-763,sub,23-30-53-764,7,1.0,False
pub,pressure,1065,23-30-53-763,sub,23-30-53-765,7,2.0,False
pub,humidity,29.638970376702318,23-30-53-763,sub,23-30-53-765,7,2.0,False
pub,sound,76,23-30-53-763,sub,23-30-53-766,7,3.0,False
pub,weather,icy,23-30-53-764,sub,23-30-53-766,7,2.0,False
pub,altitude,24624,23-30-54-767,sub,23-30-54-768,7,1.0,False
pub,temperature,-40,23-30-54-767,sub,23-30-54-768,7,1.0,False
pub,location,Europe,23-30-54-767,sub,23-30-54-769,7,2.0,False
pub,pressure,985,23-30-54-768,sub,23-30-54-770,7,2.0,False
pub,humidity,80.51153640302783,23-30-54-768,sub,23-30-54-770,7,2.0,False
pub,sound,43,23-30-54-768,sub,23-30-54-772,7,4.0,False
pub,weather,foggy,23-30-54-768,sub,23-30-54-772,7,4.0,False
pub,altitude,13913,23-30-55-770,sub,23-30-55-771,7,1.0,False
pub,temperature,-68,23-30-55-771,sub,23-30-55-771,7,0.0,False
pub,location,Australia,23-30-55-771,sub,23-30-55-772,7,1.0,False
pub,pressure,896,23-30-55-771,sub,23-30-55-772,7,1.0,False
pub,humidity,76.76196311466761,23-30-55-771,sub,23-30-55-772,7,1.0,False
pub,sound,92,23-30-55-771,sub,23-30-55-773,7,2.0,False
pub,weather,foggy,23-30-55-771,sub,23-30-55-773,7,2.0,False
pub,altitude,19415,23-30-56-772,sub,23-30-56-773,7,1.0,False
pub,temperature,-52,23-30-56-773,sub,23-30-56-775,7,2.0,False
pub,location,Australia,23-30-56-773,sub,23-30-56-776,7,3.0,False
pub,pressure,928,23-30-56-774,sub,23-30-56-777,7,3.0,False
pub,humidity,39.6023214680676,23-30-56-774,sub,23-30-56-778,7,4.0,False
pub,sound,57,23-30-56-775,sub,23-30-56-779,7,4.0,False
pub,weather,rainy,23-30-56-775,sub,23-30-56-779,7,4.0,False
pub,altitude,36051,23-30-57-779,sub,23-30-57-780,7,1.0,False
pub,temperature,74,23-30-57-779,sub,23-30-57-781,7,2.0,False
pub,location,America,23-30-57-780,sub,23-30-57-781,7,1.0,False
pub,pressure,922,23-30-57-780,sub,23-30-57-782,7,2.0,False
pub,humidity,57.59284027451507,23-30-57-780,sub,23-30-57-782,7,2.0,False
pub,sound,84,23-30-57-781,sub,23-30-57-783,7,2.0,False
pub,weather,cloudy,23-30-57-781,sub,23-30-57-783,7,2.0,False
pub,altitude,23249,23-30-58-784,sub,23-30-58-785,7,1.0,False
pub,temperature,28,23-30-58-785,sub,23-30-58-786,7,1.0,False
pub,location,Africa,23-30-58-785,sub,23-30-58-787,7,2.0,False
pub,pressure,948,23-30-58-785,sub,23-30-58-788,7,3.0,False
pub,humidity,43.35792529005503,23-30-58-785,sub,23-30-58-789,7,4.0,False
pub,sound,70,23-30-58-786,sub,23-30-58-790,7,4.0,False
pub,weather,foggy,23-30-58-786,sub,23-30-58-791,7,5.0,False
pub,altitude,4939,23-30-59-795,sub,23-30-59-797,7,2.0,False
pub,temperature,24,23-30-59-796,sub,23-30-59-798,7,2.0,False
pub,location,Australia,23-30-59-797,sub,23-30-59-799,7,2.0,False
pub,pressure,1040,23-30-59-797,sub,23-30-59-799,7,2.0,False
pub,humidity,97.74324818192487,23-30-59-797,sub,23-30-59-800,7,3.0,False
pub,sound,33,23-30-59-798,sub,23-30-59-800,7,2.0,False
pub,weather,foggy,23-30-59-798,sub,23-30-59-801,7,3.0,False
pub,altitude,15205,23-31-00-803,sub,23-31-00-804,7,1.0,False
pub,temperature,25,23-31-00-804,sub,23-31-00-805,7,1.0,False
pub,location,Africa,23-31-00-804,sub,23-31-00-805,7,1.0,False
pub,pressure,1031,23-31-00-804,sub,23-31-00-806,7,2.0,False
pub,humidity,42.06209303918308,23-31-00-804,sub,23-31-00-807,7,3.0,False
pub,sound,56,23-31-00-805,sub,23-31-00-807,7,2.0,False
pub,weather,rainy,23-31-00-805,sub,23-31-00-807,7,2.0,False
pub,altitude,6422,23-31-01-813,sub,23-31-01-814,7,1.0,False
pub,temperature,78,23-31-01-813,sub,23-31-01-815,7,2.0,False
pub,location,Asia,23-31-01-813,sub,23-31-01-815,7,2.0,False
pub,pressure,934,23-31-01-814,sub,23-31-01-816,7,2.0,False
pub,humidity,65.19281393082652,23-31-01-814,sub,23-31-01-817,7,3.0,False
pub,sound,90,23-31-01-814,sub,23-31-01-817,7,3.0,False
pub,weather,icy,23-31-01-815,sub,23-31-01-818,7,3.0,False
pub,altitude,30419,23-31-02-819,sub,23-31-02-820,7,1.0,False
pub,temperature,78,23-31-02-819,sub,23-31-02-821,7,2.0,False
pub,location,Australia,23-31-02-820,sub,23-31-02-822,7,2.0,False
pub,pressure,971,23-31-02-820,sub,23-31-02-822,7,2.0,False
pub,humidity,67.58819808661411,23-31-02-820,sub,23-31-02-823,7,3.0,False
pub,sound,79,23-31-02-820,sub,23-31-02-824,7,4.0,False
pub,weather,foggy,23-31-02-820,sub,23-31-02-824,7,4.0,False
pub,altitude,11982,23-31-03-829,sub,23-31-03-830,7,1.0,False
pub,temperature,49,23-31-03-830,sub,23-31-03-831,7,1.0,False
pub,location,Africa,23-31-03-830,sub,23-31-03-832,7,2.0,False
pub,pressure,987,23-31-03-830,sub,23-31-03-832,7,2.0,False
pub,humidity,65.77045334532883,23-31-03-831,sub,23-31-03-833,7,2.0,False
pub,sound,74,23-31-03-831,sub,23-31-03-834,7,3.0,False
pub,weather,foggy,23-31-03-831,sub,23-31-03-834,7,3.0,False
pub,altitude,33889,23-31-04-833,sub,23-31-04-835,7,2.0,False
pub,temperature,90,23-31-04-834,sub,23-31-04-836,7,2.0,False
pub,location,America,23-31-04-835,sub,23-31-04-837,7,2.0,False
pub,pressure,1052,23-31-04-837,sub,23-31-04-838,7,1.0,False
pub,humidity,90.14278993640667,23-31-04-837,sub,23-31-04-839,7,2.0,False
pub,sound,30,23-31-04-838,sub,23-31-04-840,7,2.0,False
pub,weather,foggy,23-31-04-838,sub,23-31-04-841,7,3.0,False
pub,altitude,4002,23-31-05-844,sub,23-31-05-846,7,2.0,False
pub,temperature,-33,23-31-05-845,sub,23-31-05-847,7,2.0,False
pub,location,Asia,23-31-05-845,sub,23-31-05-848,7,3.0,False
pub,pressure,991,23-31-05-845,sub,23-31-05-849,7,4.0,False
pub,humidity,22.52331570993857,23-31-05-845,sub,23-31-05-849,7,4.0,False
pub,sound,72,23-31-05-845,sub,23-31-05-850,7,5.0,False
pub,weather,icy,23-31-05-846,sub,23-31-05-851,7,5.0,False
pub,altitude,2497,23-31-06-848,sub,23-31-06-850,7,2.0,False
pub,temperature,-55,23-31-06-849,sub,23-31-06-851,7,2.0,False
pub,location,Europe,23-31-06-849,sub,23-31-06-852,7,3.0,False
pub,pressure,920,23-31-06-849,sub,23-31-06-853,7,4.0,False
pub,humidity,83.43637659731694,23-31-06-849,sub,23-31-06-853,7,4.0,False
pub,sound,44,23-31-06-850,sub,23-31-06-854,7,4.0,False
pub,weather,icy,23-31-06-850,sub,23-31-06-855,7,5.0,False
pub,altitude,11903,23-31-07-850,sub,23-31-07-853,7,3.0,False
pub,temperature,66,23-31-07-851,sub,23-31-07-853,7,2.0,False
pub,location,Africa,23-31-07-851,sub,23-31-07-854,7,3.0,False
pub,pressure,986,23-31-07-851,sub,23-31-07-855,7,4.0,False
pub,humidity,16.714657990747327,23-31-07-852,sub,23-31-07-856,7,4.0,False
pub,sound,80,23-31-07-852,sub,23-31-07-857,7,5.0,False
pub,weather,rainy,23-31-07-852,sub,23-31-07-857,7,5.0,False
pub,altitude,22809,23-31-08-856,sub,23-31-08-858,7,2.0,False
pub,temperature,-19,23-31-08-856,sub,23-31-08-860,7,4.0,False
pub,location,Asia,23-31-08-857,sub,23-31-08-861,7,4.0,False
pub,pressure,915,23-31-08-857,sub,23-31-08-862,7,5.0,False
pub,humidity,75.71388946028473,23-31-08-857,sub,23-31-08-864,7,7.0,False
pub,sound,56,23-31-08-857,sub,23-31-08-865,7,8.0,False
pub,weather,rainy,23-31-08-858,sub,23-31-08-867,7,9.0,False
pub,altitude,36795,23-31-09-860,sub,23-31-09-862,7,2.0,False
pub,temperature,34,23-31-09-860,sub,23-31-09-863,7,3.0,False
pub,location,Asia,23-31-09-861,sub,23-31-09-863,7,2.0,False
pub,pressure,891,23-31-09-861,sub,23-31-09-864,7,3.0,False
pub,humidity,65.64508376759386,23-31-09-861,sub,23-31-09-864,7,3.0,False
pub,sound,33,23-31-09-861,sub,23-31-09-865,7,4.0,False
pub,weather,rainy,23-31-09-861,sub,23-31-09-865,7,4.0,False
pub,altitude,12010,23-31-10-865,sub,23-31-10-867,7,2.0,False
pub,temperature,11,23-31-10-865,sub,23-31-10-868,7,3.0,False
pub,location,Africa,23-31-10-865,sub,23-31-10-868,7,3.0,False
pub,pressure,919,23-31-10-865,sub,23-31-10-869,7,4.0,False
pub,humidity,85.59316651149126,23-31-10-866,sub,23-31-10-870,7,4.0,False
pub,sound,66,23-31-10-866,sub,23-31-10-872,7,6.0,False
pub,weather,sunny,23-31-10-866,sub,23-31-10-873,7,7.0,False
pub,altitude,16038,23-31-11-867,sub,23-31-11-869,7,2.0,False
pub,temperature,-87,23-31-11-868,sub,23-31-11-870,7,2.0,False
pub,location,Australia,23-31-11-868,sub,23-31-11-870,7,2.0,False
pub,pressure,905,23-31-11-868,sub,23-31-11-871,7,3.0,False
pub,humidity,25.615559038608083,23-31-11-868,sub,23-31-11-871,7,3.0,False
pub,sound,56,23-31-11-869,sub,23-31-11-871,7,2.0,False
pub,weather,icy,23-31-11-869,sub,23-31-11-872,7,3.0,False
pub,altitude,31507,23-31-12-871,sub,23-31-12-873,7,2.0,False
pub,temperature,-49,23-31-12-872,sub,23-31-12-874,7,2.0,False
pub,location,Australia,23-31-12-872,sub,23-31-12-875,7,3.0,False
pub,pressure,1059,23-31-12-872,sub,23-31-12-876,7,4.0,False
pub,humidity,46.8751844428656,23-31-12-872,sub,23-31-12-876,7,4.0,False
pub,sound,62,23-31-12-873,sub,23-31-12-877,7,4.0,False
pub,weather,cloudy,23-31-12-873,sub,23-31-12-878,7,5.0,False
pub,altitude,37306,23-31-13-881,sub,23-31-13-883,7,2.0,False
pub,temperature,30,23-31-13-881,sub,23-31-13-884,7,3.0,False
pub,location,Africa,23-31-13-881,sub,23-31-13-884,7,3.0,False
pub,pressure,899,23-31-13-882,sub,23-31-13-884,7,2.0,False
pub,humidity,21.358666108016983,23-31-13-882,sub,23-31-13-884,7,2.0,False
pub,sound,73,23-31-13-882,sub,23-31-13-885,7,3.0,False
pub,weather,icy,23-31-13-883,sub,23-31-13-885,7,2.0,False
pub,altitude,30820,23-31-14-886,sub,23-31-14-888,7,2.0,False
pub,temperature,80,23-31-14-887,sub,23-31-14-889,7,2.0,False
pub,location,Asia,23-31-14-887,sub,23-31-14-889,7,2.0,False
pub,pressure,890,23-31-14-887,sub,23-31-14-889,7,2.0,False
pub,humidity,62.97595145026207,23-31-14-887,sub,23-31-14-889,7,2.0,False
pub,sound,69,23-31-14-888,sub,23-31-14-890,7,2.0,False
pub,weather,sunny,23-31-14-888,sub,23-31-14-891,7,3.0,False
pub,altitude,37451,23-31-15-890,sub,23-31-15-893,7,3.0,False
pub,temperature,48,23-31-15-891,sub,23-31-15-893,7,2.0,False
pub,location,Asia,23-31-15-891,sub,23-31-15-893,7,2.0,False
pub,pressure,904,23-31-15-891,sub,23-31-15-894,7,3.0,False
pub,humidity,25.43049184395096,23-31-15-892,sub,23-31-15-894,7,2.0,False
pub,sound,54,23-31-15-892,sub,23-31-15-894,7,2.0,False
pub,weather,rainy,23-31-15-892,sub,23-31-15-895,7,3.0,False
pub,altitude,14872,23-31-16-895,sub,23-31-16-899,7,4.0,False
pub,temperature,97,23-31-16-896,sub,23-31-16-900,7,4.0,False
pub,location,Africa,23-31-16-897,sub,23-31-16-900,7,3.0,False
pub,pressure,959,23-31-16-897,sub,23-31-16-900,7,3.0,False
pub,humidity,18.539627052564537,23-31-16-897,sub,23-31-16-901,7,4.0,False
pub,sound,72,23-31-16-898,sub,23-31-16-901,7,3.0,False
pub,weather,icy,23-31-16-898,sub,23-31-16-902,7,4.0,False
pub,altitude,22234,23-31-17-902,sub,23-31-17-906,7,4.0,False
pub,temperature,78,23-31-17-903,sub,23-31-17-907,7,4.0,False
pub,location,America,23-31-17-904,sub,23-31-17-907,7,3.0,False
pub,pressure,1023,23-31-17-904,sub,23-31-17-908,7,4.0,False
pub,humidity,34.39087172413169,23-31-17-904,sub,23-31-17-909,7,5.0,False
pub,sound,74,23-31-17-905,sub,23-31-17-911,7,6.0,False
pub,weather,rainy,23-31-17-905,sub,23-31-17-914,7,9.0,False
pub,altitude,25113,23-31-18-906,sub,23-31-18-908,7,2.0,False
pub,temperature,21,23-31-18-907,sub,23-31-18-909,7,2.0,False
pub,location,Europe,23-31-18-907,sub,23-31-18-910,7,3.0,False
pub,pressure,953,23-31-18-907,sub,23-31-18-910,7,3.0,False
pub,humidity,75.3488835437818,23-31-18-907,sub,23-31-18-911,7,4.0,False
pub,sound,44,23-31-18-907,sub,23-31-18-911,7,4.0,False
pub,weather,icy,23-31-18-908,sub,23-31-18-912,7,4.0,False
pub,altitude,20388,23-31-19-911,sub,23-31-19-913,7,2.0,False
pub,temperature,60,23-31-19-911,sub,23-31-19-914,7,3.0,False
pub,location,Australia,23-31-19-911,sub,23-31-19-916,7,5.0,False
pub,pressure,1078,23-31-19-911,sub,23-31-19-917,7,6.0,False
pub,humidity,56.818034883994585,23-31-19-912,sub,23-31-19-917,7,5.0,False
pub,sound,41,23-31-19-912,sub,23-31-19-918,7,6.0,False
pub,weather,cloudy,23-31-19-912,sub,23-31-19-919,7,7.0,False
pub,altitude,6882,23-31-20-914,sub,23-31-20-916,7,2.0,False
pub,temperature,-87,23-31-20-914,sub,23-31-20-917,7,3.0,False
pub,location,Australia,23-31-20-915,sub,23-31-20-918,7,3.0,False
pub,pressure,894,23-31-20-915,sub,23-31-20-919,7,4.0,False
pub,humidity,95.46052097371692,23-31-20-915,sub,23-31-20-920,7,5.0,False
pub,sound,82,23-31-20-915,sub,23-31-20-921,7,6.0,False
pub,weather,sunny,23-31-20-916,sub,23-31-20-921,7,5.0,False
pub,altitude,22122,23-31-21-918,sub,23-31-21-920,7,2.0,False
pub,temperature,90,23-31-21-918,sub,23-31-21-920,7,2.0,False
pub,location,Africa,23-31-21-919,sub,23-31-21-921,7,2.0,False
pub,pressure,901,23-31-21-919,sub,23-31-21-921,7,2.0,False
pub,humidity,55.79975140615286,23-31-21-919,sub,23-31-21-921,7,2.0,False
pub,sound,68,23-31-21-919,sub,23-31-21-922,7,3.0,False
pub,weather,cloudy,23-31-21-919,sub,23-31-21-923,7,4.0,False
pub,altitude,36071,23-31-22-921,sub,23-31-22-924,7,3.0,False
pub,temperature,-30,23-31-22-922,sub,23-31-22-924,7,2.0,False
pub,location,Europe,23-31-22-922,sub,23-31-22-925,7,3.0,False
pub,pressure,1038,23-31-22-922,sub,23-31-22-927,7,5.0,False
pub,humidity,51.86989539227106,23-31-22-923,sub,23-31-22-927,7,4.0,False
pub,sound,81,23-31-22-923,sub,23-31-22-928,7,5.0,False
pub,weather,icy,23-31-22-923,sub,23-31-22-929,7,6.0,False
pub,altitude,31794,23-31-23-924,sub,23-31-23-925,7,1.0,False
pub,temperature,34,23-31-23-924,sub,23-31-23-926,7,2.0,False
pub,location,Europe,23-31-23-924,sub,23-31-23-927,7,3.0,False
pub,pressure,899,23-31-23-924,sub,23-31-23-928,7,4.0,False
pub,humidity,49.23677287146024,23-31-23-925,sub,23-31-23-929,7,4.0,False
pub,sound,78,23-31-23-925,sub,23-31-23-929,7,4.0,False
pub,weather,cloudy,23-31-23-925,sub,23-31-23-930,7,5.0,False
pub,altitude,11658,23-31-24-930,sub,23-31-24-934,7,4.0,False
pub,temperature,66,23-31-24-931,sub,23-31-24-935,7,4.0,False
pub,location,Asia,23-31-24-932,sub,23-31-24-936,7,4.0,False
pub,pressure,925,23-31-24-932,sub,23-31-24-938,7,6.0,False
pub,humidity,20.250867042380555,23-31-24-932,sub,23-31-24-940,7,8.0,False
pub,sound,62,23-31-24-932,sub,23-31-24-941,7,9.0,False
pub,weather,cloudy,23-31-24-933,sub,23-31-24-942,7,9.0,False
pub,altitude,29013,23-31-25-933,sub,23-31-25-935,7,2.0,False
pub,temperature,-64,23-31-25-934,sub,23-31-25-936,7,2.0,False
pub,location,Asia,23-31-25-934,sub,23-31-25-937,7,3.0,False
pub,pressure,873,23-31-25-934,sub,23-31-25-938,7,4.0,False
pub,humidity,33.020078062726434,23-31-25-935,sub,23-31-25-939,7,4.0,False
pub,sound,60,23-31-25-935,sub,23-31-25-940,7,5.0,False
pub,weather,foggy,23-31-25-935,sub,23-31-25-940,7,5.0,False
pub,altitude,28997,23-31-26-937,sub,23-31-26-940,7,3.0,False
pub,temperature,69,23-31-26-938,sub,23-31-26-941,7,3.0,False
pub,location,America,23-31-26-938,sub,23-31-26-941,7,3.0,False
pub,pressure,985,23-31-26-939,sub,23-31-26-942,7,3.0,False
pub,humidity,62.32536784330107,23-31-26-939,sub,23-31-26-943,7,4.0,False
pub,sound,42,23-31-26-939,sub,23-31-26-943,7,4.0,False
pub,weather,sunny,23-31-26-939,sub,23-31-26-944,7,5.0,False
pub,altitude,31043,23-31-27-941,sub,23-31-27-952,7,11.0,False
pub,temperature,75,23-31-27-945,sub,23-31-27-958,7,13.0,False
pub,location,Asia,23-31-27-961,sub,23-31-27-971,7,10.0,False
pub,pressure,997,23-31-27-963,sub,23-31-27-972,7,9.0,False
pub,humidity,71.35292545006254,23-31-27-964,sub,23-31-27-976,7,12.0,False
pub,sound,36,23-31-27-965,sub,23-31-27-977,7,12.0,False
pub,weather,rainy,23-31-27-965,sub,23-31-27-978,7,13.0,False
